,RSI
4146,53.02
4147,31.79
4148,22.16
4149,9.6
4150,9.93
4151,5.93
4152,20.48
4153,21.11
4154,33.09
4155,32.26
4156,35.86
4157,35.34
4158,47.46
4159,36.4
4160,50.46
4161,49.68
4162,51.86
4163,44.99
4164,43.41
4165,50.25
4166,57.3
4167,37.42
4168,48.34
4169,57.62
4170,46.43
4171,49.84
4172,54.8
4173,59.32
4174,51.05
4175,47.97
4176,65.74
4177,78.8
4178,73.62
4179,82.71
4180,79.29
4181,73.8
4182,78.25
4183,87.48
4184,100.0
4185,86.24
4186,79.33
4187,76.56
4188,77.46
4189,69.22
4190,69.26
4191,37.16
4192,27.18
4193,18.74
4194,40.31
4195,36.48
4196,29.51
4197,31.71
4198,38.21
4199,22.07
4200,16.17
4201,26.46
4202,42.14
4203,35.62
4204,37.03
4205,33.15
4206,36.65
4207,40.49
4208,56.04
4209,76.68
4210,67.67
4211,65.76
4212,66.91
4213,68.01
4214,70.87
4215,67.45
4216,63.34
4217,49.34
4218,45.73
4219,52.27
4220,42.05
4221,50.34
4222,54.62
4223,84.12
4224,86.6
4225,64.94
4226,78.77
4227,78.97
4228,82.54
4229,80.81
4230,80.07
4231,82.8
4232,80.65
4233,78.38
4234,94.83
4235,91.91
4236,92.68
4237,88.61
4238,91.56
4239,88.23
4240,84.44
4241,73.08
4242,62.95
4243,56.56
4244,62.52
4245,60.63
4246,67.05
4247,61.91
4248,64.77
4249,55.71
4250,44.15
4251,35.94
4252,45.69
4253,41.92
4254,53.25
4255,49.54
4256,41.52
4257,41.56
4258,43.57
4259,64.3
4260,86.57
4261,84.18
4262,84.85
4263,75.59
4264,73.48
4265,98.02
4266,98.58
4267,86.21
4268,82.72
4269,83.55
4270,82.05
4271,80.93
4272,60.18
4273,64.02
4274,71.14
4275,49.84
4276,49.28
4277,53.78
4278,46.32
4279,55.34
4280,58.86
4281,60.68
4282,59.77
4283,51.18
4284,65.17
4285,75.09
4286,76.37
4287,85.62
4288,81.86
4289,65.55
4290,76.27
4291,73.66
4292,53.86
4293,36.24
4294,25.05
4295,26.25
4296,23.58
4297,27.36
4298,19.34
4299,22.35
4300,27.68
4301,46.31
4302,63.85
4303,70.79
4304,57.98
4305,54.76
4306,59.24
4307,77.49
4308,80.07
4309,75.51
4310,67.74
4311,57.68
4312,45.95
4313,61.38
4314,59.4
4315,38.96
4316,30.76
4317,9.06
4318,6.47
4319,6.09
4320,3.04
4321,3.07
4322,21.75
4323,20.08
4324,34.24
4325,31.43
4326,33.38
4327,28.73
4328,37.69
4329,38.09
4330,29.82
4331,34.74
4332,29.55
4333,26.72
4334,26.55
4335,27.25
4336,33.62
4337,22.65
4338,27.17
4339,47.78
4340,39.4
4341,62.2
4342,52.83
4343,58.13
4344,62.72
4345,58.63
4346,66.48
4347,67.57
4348,52.86
4349,60.13
4350,51.21
4351,65.75
4352,70.41
4353,60.93
4354,66.13
4355,85.76
4356,74.37
4357,80.28
4358,75.57
4359,71.42
4360,53.81
4361,39.77
4362,50.62
4363,50.4
4364,46.59
4365,53.51
4366,59.18
4367,47.74
4368,60.45
4369,63.71
4370,62.51
4371,48.11
4372,53.91
4373,51.8
4374,48.73
4375,47.37
4376,53.59
4377,46.68
4378,48.13
4379,49.19
4380,48.44
4381,49.36
4382,45.48
4383,53.78
4384,60.68
4385,47.88
4386,52.23
4387,53.95
4388,65.83
4389,78.76
4390,79.53
4391,83.61
4392,80.26
4393,70.1
4394,77.74
4395,76.02
4396,84.7
4397,87.77
4398,87.27
4399,89.0
4400,87.42
4401,91.4
4402,85.13
4403,80.15
4404,46.63
4405,48.19
4406,38.2
4407,45.48
4408,41.92
4409,37.88
4410,33.27
4411,41.69
4412,36.2
4413,59.64
4414,56.4
4415,52.42
4416,47.15
4417,31.95
4418,33.08
4419,43.61
4420,39.69
4421,51.76
4422,46.35
4423,45.86
4424,66.47
4425,53.36
4426,73.75
4427,63.2
4428,60.34
4429,58.94
4430,58.73
4431,64.13
4432,67.07
4433,57.04
4434,66.45
4435,64.58
4436,79.57
4437,75.25
4438,75.98
4439,66.46
4440,44.15
4441,30.98
4442,46.94
4443,41.31
4444,44.1
4445,36.48
4446,36.81
4447,28.95
4448,50.56
4449,65.39
4450,72.79
4451,73.83
4452,83.59
4453,80.76
4454,96.74
4455,92.4
4456,95.14
4457,91.58
4458,88.59
4459,85.74
4460,75.47
4461,69.75
4462,65.38
4463,49.29
4464,64.71
4465,54.91
4466,72.66
4467,71.49
4468,73.19
4469,82.35
4470,88.67
4471,96.15
4472,75.29
4473,75.55
4474,80.69
4475,52.41
4476,47.67
4477,36.8
4478,42.42
4479,35.01
4480,33.95
4481,44.06
4482,41.22
4483,32.43
4484,41.12
4485,43.88
4486,40.13
4487,29.51
4488,29.07
4489,27.76
4490,25.81
4491,38.5
4492,36.63
4493,44.64
4494,47.59
4495,64.0
4496,69.69
4497,75.36
4498,79.88
4499,78.12
4500,75.62
4501,81.19
4502,71.08
4503,65.55
4504,68.37
4505,61.3
4506,60.87
4507,50.1
4508,43.53
4509,40.28
4510,21.94
4511,16.08
4512,15.61
4513,9.7
4514,14.11
4515,14.95
4516,24.84
4517,38.47
4518,42.41
4519,51.35
4520,58.95
4521,70.49
4522,92.52
4523,91.96
4524,87.78
4525,87.84
4526,87.38
4527,81.86
4528,68.98
4529,71.81
4530,53.68
4531,54.95
4532,62.56
4533,66.16
4534,54.63
4535,48.54
4536,53.69
4537,65.54
4538,69.31
4539,72.65
4540,68.98
4541,52.5
4542,57.7
4543,70.08
4544,70.26
