,RSI
2147,37.55
2148,21.97
2149,17.12
2150,1.56
2151,1.1
2152,3.63
2153,2.51
2154,24.71
2155,20.57
2156,31.73
2157,36.22
2158,42.8
2159,42.26
2160,50.21
2161,42.81
2162,52.14
2163,40.13
2164,63.15
2165,56.81
2166,45.5
2167,45.29
2168,54.23
2169,53.56
2170,72.47
2171,75.9
2172,62.24
2173,49.48
2174,55.17
2175,55.76
2176,41.57
2177,32.88
2178,35.2
2179,37.17
2180,49.55
2181,61.79
2182,57.29
2183,46.24
2184,38.73
2185,36.3
2186,36.63
2187,46.16
2188,45.99
2189,34.52
2190,37.54
2191,35.76
2192,29.77
2193,41.09
2194,55.82
2195,59.82
2196,53.09
2197,57.4
2198,61.27
2199,60.34
2200,71.21
2201,94.66
2202,74.29
2203,75.63
2204,66.37
2205,66.58
2206,66.11
2207,70.01
2208,59.36
2209,64.34
2210,68.56
2211,81.95
2212,63.22
2213,57.75
2214,59.28
2215,57.22
2216,53.91
2217,62.44
2218,61.78
2219,34.29
2220,39.64
2221,57.18
2222,64.17
2223,60.63
2224,44.78
2225,42.38
2226,40.68
2227,28.85
2228,37.06
2229,23.93
2230,24.37
2231,29.6
2232,49.91
2233,55.27
2234,59.34
2235,60.42
2236,73.69
2237,80.36
2238,81.07
2239,80.02
2240,66.92
2241,46.03
2242,41.45
2243,45.22
2244,44.4
2245,33.53
2246,43.77
2247,50.47
2248,45.36
2249,59.64
2250,62.46
2251,62.03
2252,64.45
2253,58.98
2254,79.98
2255,71.7
2256,70.01
2257,64.51
2258,59.62
2259,62.67
2260,78.48
2261,72.9
2262,81.25
2263,68.14
2264,75.34
2265,86.57
2266,93.67
2267,92.18
2268,84.5
2269,87.31
2270,85.56
2271,76.17
2272,72.2
2273,60.4
2274,59.59
2275,52.07
2276,67.31
2277,68.47
2278,67.92
2279,69.53
2280,83.73
2281,70.57
2282,79.05
2283,75.07
2284,61.1
2285,59.23
2286,66.67
2287,63.57
2288,58.35
2289,63.36
2290,72.45
2291,68.01
2292,69.87
2293,73.02
2294,66.78
2295,57.71
2296,53.28
2297,30.09
2298,35.88
2299,45.27
2300,46.48
2301,47.17
2302,67.14
2303,66.32
2304,68.8
2305,72.03
2306,80.45
2307,70.33
2308,62.33
2309,55.2
2310,54.93
2311,51.91
2312,44.81
2313,37.02
2314,33.29
2315,47.92
2316,56.88
2317,55.46
2318,50.3
2319,45.92
2320,21.86
2321,18.99
2322,28.21
2323,42.81
2324,32.09
2325,33.1
2326,45.18
2327,47.74
2328,46.51
2329,56.6
2330,59.62
2331,60.57
2332,55.04
2333,71.88
2334,69.82
2335,60.45
2336,70.95
2337,75.95
2338,63.91
2339,56.87
2340,50.0
2341,34.3
2342,13.72
2343,19.33
2344,18.09
2345,6.36
2346,6.02
2347,6.3
2348,6.55
2349,5.56
2350,25.36
2351,27.48
2352,22.86
2353,32.05
2354,33.28
2355,48.59
2356,39.85
2357,48.11
2358,38.33
2359,25.71
2360,31.11
2361,48.06
2362,47.63
2363,56.13
2364,41.82
2365,58.29
2366,54.5
2367,73.74
2368,77.31
2369,73.3
2370,67.41
2371,65.34
2372,46.65
2373,59.65
2374,41.42
2375,49.14
2376,41.92
2377,36.11
2378,56.28
2379,50.75
2380,53.51
2381,63.6
2382,57.29
2383,60.05
2384,53.29
2385,46.49
2386,60.22
2387,38.44
2388,47.4
2389,51.72
2390,60.47
2391,55.53
2392,53.64
2393,49.33
2394,56.92
2395,55.93
2396,67.55
2397,62.69
2398,54.59
2399,52.21
2400,53.02
2401,69.41
2402,78.67
2403,77.2
2404,71.1
2405,60.31
2406,66.73
2407,69.03
2408,72.25
2409,89.79
2410,84.27
2411,84.88
2412,74.55
2413,65.61
2414,53.24
2415,31.58
2416,52.14
2417,47.34
2418,45.17
2419,33.17
2420,23.45
2421,37.02
2422,37.09
2423,40.07
2424,68.38
2425,62.82
2426,61.69
2427,67.51
2428,71.08
2429,87.68
2430,87.23
2431,84.53
2432,85.14
2433,78.64
2434,78.72
2435,90.14
2436,65.69
2437,53.43
2438,33.84
2439,33.48
2440,32.99
2441,38.91
2442,37.29
2443,36.48
2444,37.76
2445,54.65
2446,60.53
2447,56.91
2448,36.96
2449,41.07
2450,28.28
2451,45.09
2452,52.22
2453,49.21
2454,45.44
2455,33.11
2456,41.28
2457,35.72
2458,34.98
2459,38.57
2460,28.67
2461,17.21
2462,28.23
2463,22.93
2464,36.61
2465,44.65
2466,40.51
2467,37.77
2468,35.13
2469,36.24
2470,34.88
2471,21.06
2472,24.54
2473,23.37
2474,25.03
2475,41.48
2476,52.22
2477,62.5
2478,55.5
2479,65.42
2480,85.65
2481,86.82
2482,78.36
2483,68.79
2484,72.5
2485,72.4
2486,69.49
2487,82.44
2488,82.29
2489,71.73
2490,63.77
2491,70.41
2492,77.46
2493,77.18
2494,67.58
2495,66.07
2496,55.34
2497,33.48
2498,33.62
2499,27.54
2500,44.35
2501,53.31
2502,49.59
2503,53.27
2504,49.36
2505,50.76
2506,63.84
2507,69.43
2508,89.14
2509,84.52
2510,71.02
2511,67.99
2512,74.14
2513,83.54
2514,94.59
2515,94.17
2516,93.91
2517,93.97
2518,94.24
2519,94.77
2520,87.06
2521,76.73
2522,80.73
2523,63.77
2524,66.38
2525,63.64
2526,57.99
2527,58.61
2528,51.69
2529,64.97
2530,68.94
2531,53.33
2532,73.73
2533,72.99
2534,43.73
2535,45.64
2536,57.26
2537,38.07
2538,40.37
2539,56.56
2540,55.56
2541,57.63
2542,56.74
2543,71.29
2544,73.88
2545,71.9
2546,96.5
2547,96.5
2548,94.93
2549,100.0
2550,100.0
2551,93.31
2552,68.56
2553,65.65
2554,62.71
2555,46.45
2556,51.84
2557,43.25
2558,51.44
2559,42.59
2560,50.29
2561,60.93
2562,67.95
2563,56.34
2564,65.18
2565,52.31
2566,66.18
2567,63.15
2568,74.32
2569,74.79
2570,74.3
2571,45.41
2572,61.51
2573,51.11
2574,46.46
2575,45.46
2576,44.49
2577,45.68
2578,40.9
2579,43.58
2580,59.1
2581,54.64
2582,69.35
2583,69.96
2584,73.02
2585,77.0
2586,71.76
2587,78.31
2588,79.59
2589,78.01
2590,75.4
2591,73.05
2592,95.14
2593,94.56
2594,87.56
2595,89.86
2596,88.18
2597,86.9
2598,83.33
2599,76.25
2600,79.21
2601,76.33
2602,56.89
2603,63.21
2604,29.37
2605,41.96
2606,36.16
2607,28.01
2608,35.41
2609,45.15
2610,42.56
2611,42.26
2612,34.68
2613,53.9
2614,42.78
2615,50.45
2616,65.89
2617,53.24
2618,34.59
2619,37.78
2620,33.47
2621,41.03
2622,38.18
2623,46.04
2624,37.73
2625,34.89
2626,39.8
2627,63.33
2628,63.07
2629,85.22
2630,83.76
2631,84.07
2632,78.98
2633,93.4
2634,89.21
2635,92.76
2636,90.26
2637,88.96
2638,83.88
2639,83.92
2640,70.5
2641,72.73
2642,68.64
2643,71.9
2644,65.5
2645,37.37
2646,57.8
2647,66.12
2648,56.39
2649,46.65
2650,44.8
2651,44.25
2652,38.31
2653,38.58
2654,47.43
2655,20.57
2656,7.52
2657,7.57
2658,8.16
2659,8.38
2660,5.32
2661,18.5
2662,22.85
2663,18.67
2664,17.19
2665,29.57
2666,34.11
2667,33.95
2668,38.03
2669,56.22
2670,47.94
2671,41.75
2672,59.39
2673,89.67
2674,91.46
2675,88.57
2676,95.08
2677,95.68
2678,95.25
2679,96.86
2680,95.65
2681,94.18
2682,58.91
2683,47.04
2684,43.57
2685,42.27
2686,28.75
2687,21.25
2688,15.78
2689,14.38
2690,12.71
2691,28.48
2692,24.97
2693,23.33
2694,20.16
2695,42.84
2696,55.73
2697,54.77
2698,53.08
2699,64.65
2700,63.23
2701,73.27
2702,85.02
2703,86.02
2704,73.66
2705,72.04
2706,71.73
2707,90.91
2708,89.8
2709,76.94
2710,65.1
2711,68.58
2712,66.12
2713,68.88
2714,70.56
2715,55.56
2716,62.26
2717,58.02
2718,62.72
2719,74.75
2720,74.55
2721,76.16
2722,80.03
2723,74.27
2724,84.03
2725,82.66
2726,83.78
2727,87.29
2728,84.69
2729,82.73
2730,61.77
2731,44.7
2732,44.59
2733,43.33
2734,53.42
2735,49.9
2736,42.08
2737,33.28
2738,27.83
2739,32.56
2740,49.22
2741,48.81
2742,68.54
2743,60.74
2744,61.83
2745,67.2
2746,86.72
2747,98.3
2748,98.3
2749,98.12
2750,85.4
2751,76.48
2752,69.47
2753,72.53
2754,65.06
2755,46.06
2756,45.02
2757,29.58
2758,33.22
2759,51.71
2760,43.61
2761,52.35
2762,42.18
2763,42.79
2764,34.5
2765,24.29
2766,27.78
2767,28.08
2768,15.67
2769,20.0
2770,12.22
2771,9.46
2772,12.89
2773,16.84
2774,37.03
2775,47.98
2776,43.78
2777,60.38
2778,59.62
2779,67.02
2780,100.0
2781,97.53
2782,87.26
2783,85.64
2784,80.0
2785,82.72
2786,76.11
2787,74.03
2788,76.78
2789,70.74
2790,53.58
2791,75.52
2792,69.41
2793,72.68
2794,70.15
2795,66.52
2796,60.51
2797,55.07
2798,38.75
2799,44.16
2800,39.36
2801,48.41
2802,37.59
2803,43.99
2804,54.18
2805,44.65
2806,48.48
2807,52.54
2808,55.09
2809,50.23
2810,51.89
2811,61.04
2812,57.55
2813,50.11
2814,61.29
2815,42.15
2816,50.08
2817,60.8
2818,43.6
2819,30.63
2820,33.21
2821,37.43
2822,43.11
2823,49.41
2824,60.15
2825,63.42
2826,55.83
2827,75.2
2828,77.89
2829,76.27
2830,74.53
2831,69.91
2832,65.66
2833,57.98
2834,48.21
2835,39.45
2836,53.35
2837,69.06
2838,65.05
2839,69.18
2840,67.6
2841,59.32
2842,48.02
2843,51.51
2844,59.62
2845,40.15
2846,49.3
2847,50.06
2848,45.25
2849,48.65
2850,52.88
2851,71.67
2852,70.64
2853,70.74
2854,92.15
2855,87.89
2856,90.28
2857,91.59
2858,90.06
2859,97.29
2860,73.77
2861,55.13
2862,55.23
2863,56.85
2864,59.24
2865,58.62
2866,47.83
2867,54.82
2868,40.83
2869,40.75
2870,52.23
2871,49.24
2872,48.16
2873,42.73
2874,47.76
2875,48.28
2876,46.78
2877,52.33
2878,70.38
2879,57.94
2880,62.47
2881,69.42
2882,72.06
2883,68.28
2884,53.57
2885,56.8
2886,60.34
2887,60.14
2888,67.3
2889,61.32
2890,41.75
2891,43.36
2892,30.51
2893,36.73
2894,10.9
2895,10.46
2896,12.89
2897,11.19
2898,14.57
2899,15.16
2900,27.02
2901,31.99
2902,33.15
2903,59.34
2904,70.34
2905,61.42
2906,81.54
2907,83.02
2908,93.02
2909,92.02
2910,88.18
2911,89.2
2912,88.18
2913,86.24
2914,91.92
2915,88.62
2916,76.71
2917,72.53
2918,64.79
2919,77.19
2920,62.09
2921,34.78
2922,42.29
2923,42.48
2924,32.59
2925,45.45
2926,58.79
2927,59.79
2928,66.14
2929,75.15
2930,54.39
2931,44.42
2932,54.74
2933,46.21
2934,50.08
2935,43.64
2936,42.42
2937,30.75
2938,24.34
2939,42.48
2940,47.19
2941,28.63
2942,50.13
2943,34.07
2944,31.16
2945,27.53
2946,33.03
2947,28.42
2948,19.23
2949,33.01
2950,39.46
2951,37.99
2952,42.94
2953,56.64
2954,70.26
2955,70.19
2956,89.6
2957,88.62
2958,87.51
2959,89.26
2960,84.88
2961,96.03
2962,95.66
2963,95.5
2964,95.04
2965,94.13
2966,95.87
2967,94.43
2968,91.55
2969,99.08
2970,99.06
2971,98.78
2972,98.11
2973,100.0
2974,100.0
2975,100.0
2976,100.0
2977,100.0
2978,78.93
2979,84.51
2980,84.51
2981,82.63
2982,83.81
2983,58.9
2984,48.69
2985,30.44
2986,33.38
2987,24.36
2988,13.95
2989,9.34
2990,29.29
2991,44.98
2992,47.0
2993,53.52
2994,64.44
2995,64.53
2996,79.77
2997,81.44
2998,76.99
2999,68.3
3000,30.22
3001,26.22
3002,31.5
3003,43.94
3004,37.25
3005,36.03
3006,36.15
3007,36.63
3008,35.33
3009,49.35
3010,56.87
3011,49.24
3012,45.81
3013,46.85
3014,52.34
3015,42.97
3016,39.18
3017,55.05
3018,39.92
3019,45.58
3020,51.95
3021,45.4
3022,55.15
3023,54.47
3024,58.69
3025,71.97
3026,65.55
3027,89.8
3028,88.07
3029,83.36
3030,82.84
3031,68.82
3032,76.48
3033,88.4
3034,88.16
3035,87.42
3036,84.48
3037,67.3
3038,73.7
3039,66.78
3040,59.91
3041,51.51
3042,35.45
3043,36.12
3044,25.42
3045,24.15
3046,39.52
3047,29.42
3048,40.98
3049,41.7
3050,48.36
3051,53.75
3052,52.64
3053,66.05
3054,63.77
3055,40.97
3056,44.33
3057,33.49
3058,50.14
3059,32.28
3060,32.75
3061,31.73
3062,40.45
3063,42.25
3064,61.22
3065,67.44
3066,69.78
3067,53.54
3068,71.64
3069,85.51
3070,84.37
3071,47.4
3072,59.56
3073,53.21
3074,53.43
3075,50.5
3076,56.96
3077,51.75
3078,52.39
3079,44.8
3080,49.28
3081,49.41
3082,57.33
3083,45.14
3084,38.51
3085,43.32
3086,55.63
3087,49.28
3088,53.46
3089,64.19
3090,64.66
3091,63.3
3092,75.35
3093,85.24
3094,78.9
3095,66.91
3096,75.49
3097,52.32
3098,60.64
3099,41.75
3100,28.43
3101,26.11
3102,21.18
3103,35.66
3104,27.1
3105,25.39
3106,29.01
3107,18.41
3108,43.06
3109,52.31
3110,43.04
3111,39.18
3112,40.43
3113,49.12
3114,65.26
3115,67.26
3116,63.55
3117,53.3
3118,41.13
3119,44.54
3120,54.89
3121,30.93
3122,31.13
3123,26.4
3124,27.09
3125,28.04
3126,28.9
3127,27.29
3128,30.22
3129,40.43
3130,70.13
3131,71.86
3132,68.14
3133,70.82
3134,70.74
3135,69.11
3136,78.49
3137,70.43
3138,50.5
3139,20.03
3140,9.35
3141,22.6
3142,31.67
3143,32.78
3144,29.93
3145,31.02
3146,31.83
3147,37.79
3148,40.39
3149,44.62
3150,50.45
3151,30.56
3152,31.21
3153,34.27
3154,45.17
3155,53.32
3156,50.46
3157,44.72
3158,32.68
3159,10.77
3160,7.66
3161,7.57
3162,27.33
3163,35.92
3164,34.61
3165,33.05
3166,30.66
3167,40.13
3168,47.66
3169,60.19
3170,65.7
3171,50.53
3172,39.4
3173,43.6
3174,46.12
3175,68.19
3176,65.89
3177,60.63
3178,64.0
3179,50.18
3180,48.21
3181,44.82
3182,34.78
3183,42.34
3184,20.53
3185,13.04
3186,30.08
3187,35.46
3188,46.77
3189,66.82
3190,69.42
3191,77.44
3192,78.24
3193,100.0
3194,100.0
3195,92.83
3196,79.59
3197,80.67
3198,75.56
3199,75.26
3200,69.56
3201,56.94
3202,71.38
3203,73.78
3204,77.57
3205,89.31
3206,88.55
3207,85.88
3208,77.07
3209,81.03
3210,86.79
3211,74.64
3212,69.81
3213,73.21
3214,59.85
3215,51.04
3216,47.98
3217,38.91
3218,21.71
3219,29.89
3220,33.85
3221,45.45
3222,44.43
3223,55.5
3224,52.01
3225,55.06
3226,73.33
3227,94.07
3228,76.78
3229,80.76
3230,56.5
3231,35.92
3232,50.88
3233,49.71
3234,40.88
3235,36.77
3236,41.71
3237,36.15
3238,33.16
3239,43.81
3240,57.85
3241,37.82
3242,38.01
3243,38.32
3244,46.95
3245,47.12
3246,56.97
3247,53.97
3248,53.43
3249,40.69
3250,45.32
3251,38.28
3252,45.53
3253,27.42
3254,13.76
3255,12.39
3256,15.23
3257,8.36
3258,7.49
3259,19.99
3260,18.79
3261,18.87
3262,19.35
3263,28.65
3264,42.37
3265,35.61
3266,41.9
3267,44.11
3268,40.56
3269,63.44
3270,62.81
3271,60.87
3272,63.06
3273,59.7
3274,59.56
3275,47.5
3276,53.92
3277,46.07
3278,19.46
3279,35.8
3280,51.36
3281,54.74
3282,52.05
3283,58.25
3284,69.5
3285,64.31
3286,70.09
3287,86.4
3288,78.06
3289,66.46
3290,68.44
3291,70.23
3292,73.43
3293,70.11
3294,82.53
3295,74.93
3296,70.05
3297,75.16
3298,89.62
3299,83.73
3300,83.75
3301,84.82
3302,87.12
3303,86.94
3304,93.3
3305,89.37
3306,81.12
3307,74.66
3308,73.16
3309,76.52
3310,76.27
3311,62.82
3312,66.02
3313,61.4
3314,51.95
3315,66.45
3316,51.23
3317,52.34
3318,45.43
3319,50.95
3320,62.2
3321,57.93
3322,60.46
3323,74.42
3324,72.11
3325,93.93
3326,76.88
3327,78.61
3328,71.13
3329,60.04
3330,62.53
3331,45.97
3332,30.77
3333,38.16
3334,25.2
3335,26.89
3336,24.67
3337,34.78
3338,32.2
3339,44.09
3340,44.47
3341,48.55
3342,33.66
3343,49.54
3344,45.64
3345,45.51
3346,37.52
3347,42.32
3348,28.06
3349,51.56
3350,57.33
3351,69.08
3352,63.08
3353,73.48
3354,74.92
3355,85.1
3356,79.34
3357,84.5
3358,77.58
3359,73.54
3360,69.5
3361,51.79
3362,45.72
3363,40.23
3364,34.27
3365,45.3
3366,32.81
3367,29.27
3368,23.99
3369,22.75
3370,53.81
3371,29.5
3372,25.27
3373,39.66
3374,46.94
3375,52.07
3376,53.65
3377,50.57
3378,53.3
3379,47.58
3380,75.43
3381,91.44
3382,90.02
3383,86.73
3384,85.85
3385,83.97
3386,96.49
3387,96.28
3388,98.64
3389,82.73
3390,80.59
3391,66.18
3392,61.46
3393,44.7
3394,44.19
3395,36.64
3396,27.35
3397,11.44
3398,21.5
3399,9.8
3400,54.5
3401,58.56
3402,60.56
3403,60.56
3404,72.11
3405,71.18
3406,87.44
3407,76.4
3408,77.02
3409,66.37
3410,61.17
3411,57.1
3412,60.33
3413,35.05
3414,37.2
3415,16.56
3416,45.04
3417,37.27
3418,29.06
3419,30.97
3420,45.62
3421,49.48
3422,54.86
3423,51.19
3424,29.15
3425,41.46
3426,34.78
3427,33.69
3428,43.09
3429,38.5
3430,33.54
3431,33.64
3432,42.19
3433,60.7
3434,43.67
3435,46.26
3436,56.85
3437,52.08
3438,46.55
3439,58.11
3440,55.01
3441,43.57
3442,45.08
3443,50.5
3444,59.35
3445,45.25
3446,35.66
3447,42.91
3448,32.3
3449,33.56
3450,46.68
3451,40.0
3452,38.36
3453,38.36
3454,58.6
3455,55.61
3456,63.68
3457,52.88
3458,61.52
3459,49.72
3460,27.64
3461,25.16
3462,25.9
3463,11.11
3464,56.14
3465,59.4
3466,71.72
3467,77.0
3468,79.83
3469,88.92
3470,89.73
3471,92.2
3472,94.63
3473,92.54
3474,92.46
3475,90.28
3476,86.98
3477,75.2
3478,74.03
3479,82.57
3480,83.61
3481,79.84
3482,79.64
3483,76.75
3484,84.6
3485,84.92
3486,94.92
3487,94.76
3488,95.45
3489,85.58
3490,90.01
3491,90.05
3492,82.05
3493,76.5
3494,71.61
3495,60.51
3496,59.61
3497,44.93
3498,43.34
3499,34.92
3500,19.79
3501,44.0
3502,43.3
3503,39.94
3504,52.96
3505,45.15
3506,41.41
3507,60.2
3508,53.94
3509,60.22
3510,45.08
3511,38.11
3512,37.67
3513,34.49
3514,39.21
3515,55.6
3516,61.05
3517,72.79
3518,66.25
3519,62.31
3520,54.21
3521,59.24
3522,56.19
3523,66.32
3524,59.5
3525,51.34
3526,45.37
3527,59.94
3528,78.53
3529,95.39
3530,95.87
3531,96.52
3532,91.87
3533,92.9
3534,93.39
3535,95.72
3536,95.21
3537,93.12
3538,91.35
3539,88.06
3540,91.05
3541,82.91
3542,80.47
3543,73.64
3544,64.86
3545,56.47
3546,57.59
3547,57.36
3548,57.57
3549,8.22
3550,39.8
3551,42.76
3552,52.66
3553,43.61
3554,28.01
3555,26.38
3556,23.0
3557,22.64
3558,21.26
3559,25.08
3560,24.32
3561,27.24
3562,29.31
3563,45.5
3564,54.48
3565,48.84
3566,53.07
3567,62.26
3568,45.33
3569,48.52
3570,25.0
3571,21.56
3572,47.79
3573,32.28
3574,30.1
3575,45.02
3576,43.94
3577,54.98
3578,64.33
3579,66.33
3580,72.08
3581,65.8
3582,76.51
3583,85.81
3584,81.28
3585,83.82
3586,79.72
3587,48.99
3588,50.52
3589,48.74
3590,48.99
3591,44.29
3592,61.09
3593,59.86
3594,28.05
3595,22.42
3596,38.87
3597,48.06
3598,51.42
3599,57.02
3600,62.29
3601,58.54
3602,54.75
3603,87.81
3604,89.61
3605,88.24
3606,81.04
3607,76.03
3608,72.25
3609,67.06
3610,72.73
3611,77.69
3612,84.48
3613,81.2
3614,75.0
3615,81.11
3616,90.47
3617,84.79
3618,72.84
3619,62.28
3620,64.92
3621,57.38
3622,38.23
3623,54.4
3624,41.05
3625,34.84
3626,48.81
3627,43.12
3628,51.42
3629,51.29
3630,49.93
3631,62.12
3632,57.57
3633,76.32
3634,72.85
3635,58.84
3636,82.38
3637,75.54
3638,67.1
3639,63.87
3640,59.14
3641,64.24
3642,65.04
3643,69.02
3644,81.2
3645,80.68
3646,84.81
3647,96.15
3648,100.0
3649,100.0
3650,92.86
3651,87.88
3652,55.95
3653,50.66
3654,54.8
3655,52.12
3656,53.78
3657,30.39
3658,23.87
3659,26.33
3660,42.63
3661,47.45
3662,46.13
3663,40.08
3664,36.97
3665,41.02
3666,64.14
3667,76.41
3668,77.17
3669,38.95
3670,51.67
3671,51.77
3672,50.3
3673,68.3
3674,67.76
3675,69.15
3676,68.63
3677,70.18
3678,98.55
3679,98.52
3680,100.0
3681,92.92
3682,80.75
3683,71.59
3684,65.99
3685,62.97
3686,56.79
3687,58.36
3688,71.11
3689,74.89
3690,82.31
3691,92.16
3692,88.28
3693,91.39
3694,91.9
3695,92.03
3696,88.83
3697,85.65
3698,84.52
3699,86.44
3700,87.25
3701,96.05
3702,97.01
3703,88.41
3704,90.71
3705,81.24
3706,81.61
3707,80.54
3708,71.14
3709,65.63
3710,67.87
3711,63.23
3712,68.82
3713,59.33
3714,76.79
3715,73.36
3716,56.18
3717,64.72
3718,63.55
3719,50.53
3720,21.91
3721,47.4
3722,34.48
3723,42.61
3724,53.36
3725,54.56
3726,61.25
3727,69.76
3728,74.66
3729,87.65
3730,83.42
3731,92.01
3732,81.76
3733,77.96
3734,83.48
3735,83.63
3736,80.79
3737,81.15
3738,74.48
3739,69.29
3740,71.69
3741,87.5
3742,84.56
3743,79.67
3744,78.47
3745,74.76
3746,70.85
3747,64.88
3748,78.26
3749,58.4
3750,39.78
3751,65.56
3752,83.4
3753,87.94
3754,87.0
3755,88.68
3756,86.61
3757,89.32
3758,96.43
3759,96.38
3760,96.85
3761,84.58
3762,83.12
3763,86.26
3764,84.91
3765,87.27
3766,86.17
3767,85.94
3768,74.0
3769,48.43
3770,57.54
3771,55.15
3772,28.92
3773,15.74
3774,32.06
3775,29.77
3776,21.32
3777,25.48
3778,34.19
3779,33.65
3780,36.42
3781,47.82
3782,71.94
3783,53.1
3784,50.95
3785,76.73
3786,77.91
3787,78.2
3788,66.95
3789,53.47
3790,38.05
3791,36.79
3792,48.44
3793,51.38
3794,45.39
3795,40.24
3796,40.21
3797,44.36
3798,49.69
3799,54.72
3800,61.34
3801,50.57
3802,44.69
3803,49.02
3804,44.4
3805,11.76
3806,10.46
3807,32.7
3808,31.71
3809,27.77
3810,36.0
3811,31.15
3812,38.44
3813,43.62
3814,58.25
3815,54.83
3816,46.76
3817,58.89
3818,55.21
3819,55.28
3820,65.79
3821,62.71
3822,60.33
3823,56.75
3824,73.43
3825,62.87
3826,52.4
3827,44.14
3828,36.02
3829,49.32
3830,39.1
3831,27.71
3832,25.04
3833,22.49
3834,30.73
3835,44.38
3836,62.2
3837,59.45
3838,57.96
3839,65.43
3840,76.53
3841,81.18
3842,82.44
3843,82.37
3844,73.8
3845,72.25
3846,78.51
3847,64.52
3848,58.31
3849,48.92
3850,41.7
3851,36.74
3852,47.22
3853,40.4
3854,47.28
3855,43.46
3856,49.2
3857,58.03
3858,62.77
3859,66.14
3860,82.69
3861,76.19
3862,86.28
3863,82.86
3864,66.28
3865,61.8
3866,23.6
3867,8.59
3868,2.61
3869,12.98
3870,10.05
3871,12.83
3872,11.17
3873,18.01
3874,21.4
3875,29.24
3876,34.35
3877,49.17
3878,57.6
3879,82.93
3880,66.11
3881,80.73
3882,81.11
3883,80.99
3884,81.64
3885,81.61
3886,73.5
3887,62.88
3888,56.28
3889,83.35
3890,83.01
3891,83.27
3892,71.76
3893,59.72
3894,61.99
3895,61.73
3896,64.22
3897,67.63
3898,63.42
3899,61.08
3900,50.66
3901,55.18
3902,52.89
3903,38.78
3904,50.32
3905,43.19
3906,57.8
3907,58.66
3908,56.92
3909,62.02
3910,59.54
3911,66.07
3912,77.14
3913,80.85
3914,88.38
3915,83.56
3916,69.05
3917,64.02
3918,61.5
3919,68.39
3920,75.21
3921,62.91
3922,29.33
3923,41.78
3924,35.38
3925,66.16
3926,69.14
3927,58.7
3928,71.23
3929,75.03
3930,86.38
3931,91.88
3932,77.64
3933,71.48
3934,61.43
3935,63.29
3936,68.08
3937,68.2
3938,67.28
3939,59.98
3940,44.15
3941,44.24
3942,51.22
3943,53.27
3944,24.3
3945,20.48
3946,17.82
3947,11.8
3948,29.18
3949,31.26
3950,28.95
3951,28.82
3952,28.06
3953,42.33
3954,36.37
3955,40.1
3956,39.81
3957,15.66
3958,31.33
3959,43.13
3960,47.87
3961,48.88
3962,53.92
3963,74.58
3964,77.59
3965,82.28
3966,85.63
3967,61.21
3968,55.85
3969,43.61
3970,51.35
3971,50.22
3972,37.97
3973,16.38
3974,16.7
3975,22.65
3976,34.51
3977,50.27
3978,57.31
3979,55.17
3980,58.15
3981,50.3
3982,60.01
3983,49.41
3984,48.0
3985,43.95
3986,32.2
3987,30.88
3988,20.95
3989,8.0
3990,11.14
3991,10.32
3992,11.23
3993,7.44
3994,12.78
3995,17.27
3996,16.19
3997,29.35
3998,39.56
3999,29.12
4000,51.46
4001,60.15
4002,68.96
4003,68.64
4004,66.89
4005,70.31
4006,64.24
4007,65.23
4008,94.83
4009,92.17
4010,93.62
4011,72.89
4012,74.24
4013,67.33
4014,72.04
4015,66.54
4016,65.85
4017,70.0
4018,67.41
4019,60.07
4020,77.9
4021,77.51
4022,83.04
4023,67.09
4024,77.64
4025,71.4
4026,70.7
4027,72.61
4028,68.37
4029,74.27
4030,71.32
4031,72.93
4032,76.51
4033,81.91
4034,86.65
4035,77.46
4036,73.72
4037,71.5
4038,59.09
4039,46.55
4040,42.64
4041,41.31
4042,23.01
4043,17.25
4044,31.14
4045,29.11
4046,42.43
4047,35.18
4048,46.99
4049,56.23
4050,61.93
4051,63.31
4052,70.84
4053,47.27
4054,50.84
4055,47.81
4056,48.13
4057,49.2
4058,48.82
4059,60.86
4060,63.7
4061,58.46
4062,88.58
4063,88.57
4064,82.25
4065,71.1
4066,69.31
4067,60.55
4068,58.35
4069,63.29
4070,62.7
4071,52.92
4072,60.51
4073,61.04
4074,81.6
4075,72.03
4076,66.7
4077,57.56
4078,62.2
4079,60.09
4080,47.78
4081,32.1
4082,49.32
4083,38.18
4084,28.55
4085,33.15
4086,24.69
4087,30.56
4088,19.68
4089,31.73
4090,36.71
4091,35.52
4092,35.63
4093,42.42
4094,46.46
4095,48.8
4096,37.67
4097,61.26
4098,43.15
4099,32.59
4100,27.6
4101,23.24
4102,26.49
4103,37.14
4104,45.08
4105,56.9
4106,59.0
4107,68.13
4108,77.5
4109,74.04
4110,94.88
4111,94.72
4112,92.07
4113,93.18
4114,92.06
4115,91.81
4116,89.15
4117,91.6
4118,77.92
4119,74.28
4120,73.77
4121,74.87
4122,70.11
4123,59.99
4124,52.37
4125,58.83
4126,56.64
4127,67.37
4128,67.17
4129,71.1
4130,76.48
4131,76.88
4132,85.53
4133,84.63
4134,81.07
4135,72.98
4136,77.27
4137,71.8
4138,69.93
4139,58.95
4140,51.6
4141,44.73
4142,30.6
4143,36.7
4144,42.73
4145,49.75
