,RSI
2146,37.93
2147,45.17
2148,54.92
2149,52.95
2150,50.8
2151,35.17
2152,54.64
2153,43.89
2154,36.18
2155,24.83
2156,24.1
2157,35.81
2158,42.31
2159,53.54
2160,72.25
2161,71.96
2162,88.64
2163,94.68
2164,90.06
2165,96.11
2166,95.57
2167,95.38
2168,87.64
2169,84.28
2170,85.77
2171,83.18
2172,86.21
2173,92.34
2174,81.91
2175,68.45
2176,73.66
2177,79.72
2178,63.53
2179,64.6
2180,68.71
2181,53.62
2182,35.68
2183,44.36
2184,50.99
2185,49.1
2186,57.57
2187,65.22
2188,62.4
2189,57.77
2190,64.69
2191,95.39
2192,79.8
2193,49.62
2194,41.39
2195,25.52
2196,41.18
2197,49.28
2198,53.8
2199,57.58
2200,58.64
2201,67.71
2202,95.74
2203,99.66
2204,98.88
2205,98.73
2206,80.01
2207,79.76
2208,65.03
2209,51.91
2210,44.9
2211,55.18
2212,40.65
2213,39.95
2214,26.45
2215,28.05
2216,34.03
2217,44.75
2218,55.12
2219,61.7
2220,55.39
2221,60.12
2222,59.4
2223,89.0
2224,96.26
2225,84.21
2226,83.46
2227,80.0
2228,61.63
2229,66.31
2230,53.44
2231,48.72
2232,31.77
2233,22.96
2234,40.68
2235,27.61
2236,31.16
2237,35.53
2238,31.42
2239,44.28
2240,49.89
2241,61.81
2242,74.21
2243,68.94
2244,87.54
2245,87.23
2246,89.09
2247,88.54
2248,85.77
2249,68.79
2250,48.36
2251,58.8
2252,55.34
2253,68.05
2254,52.31
2255,51.62
2256,50.36
2257,43.23
2258,59.39
2259,59.39
2260,40.61
2261,45.19
2262,45.54
2263,59.43
2264,54.03
2265,50.57
2266,60.78
2267,42.44
2268,48.83
2269,67.98
2270,67.82
2271,64.67
2272,65.79
2273,59.54
2274,67.1
2275,50.26
2276,77.17
2277,77.22
2278,74.87
2279,74.49
2280,75.49
2281,71.91
2282,61.84
2283,66.53
2284,83.5
2285,53.76
2286,61.95
2287,50.74
2288,34.59
2289,25.25
2290,25.61
2291,26.45
2292,26.26
2293,20.14
2294,20.94
2295,22.58
2296,32.95
2297,41.52
2298,35.41
2299,33.75
2300,34.26
2301,36.19
2302,41.11
2303,53.17
2304,45.54
2305,47.63
2306,51.67
2307,85.71
2308,88.75
2309,94.78
2310,76.96
2311,83.13
2312,76.41
2313,75.79
2314,74.01
2315,71.95
2316,68.06
2317,70.51
2318,77.88
2319,97.04
2320,96.84
2321,100.0
2322,100.0
2323,100.0
2324,97.12
2325,97.67
2326,97.8
2327,96.83
2328,97.36
2329,73.68
2330,74.92
2331,64.61
2332,61.76
2333,63.62
2334,60.36
2335,54.79
2336,49.13
2337,50.89
2338,74.42
2339,71.24
2340,68.12
2341,74.42
2342,78.43
2343,75.96
2344,75.82
2345,87.67
2346,86.01
2347,56.33
2348,58.16
2349,71.03
2350,63.24
2351,58.3
2352,64.91
2353,60.93
2354,34.73
2355,39.78
2356,58.57
2357,44.23
2358,46.79
2359,39.23
2360,36.25
2361,23.33
2362,21.84
2363,43.94
2364,40.43
2365,41.1
2366,42.99
2367,33.97
2368,38.95
2369,37.38
2370,45.73
2371,39.18
2372,23.53
2373,22.03
2374,12.72
2375,12.84
2376,38.33
2377,35.49
2378,34.78
2379,46.32
2380,61.39
2381,44.56
2382,43.41
2383,46.26
2384,48.36
2385,44.75
2386,50.24
2387,57.53
2388,56.19
2389,54.07
2390,76.8
2391,95.21
2392,83.98
2393,69.09
2394,52.82
2395,37.97
2396,40.27
2397,15.54
2398,9.37
2399,6.6
2400,4.03
2401,4.06
2402,15.04
2403,38.86
2404,48.51
2405,49.05
2406,52.31
2407,78.24
2408,86.24
2409,90.56
2410,73.27
2411,70.68
2412,63.52
2413,48.24
2414,57.38
2415,60.71
2416,59.16
2417,59.26
2418,54.94
2419,68.09
2420,68.25
2421,70.52
2422,80.39
2423,75.61
2424,69.17
2425,59.09
2426,62.18
2427,65.78
2428,43.02
2429,39.5
2430,17.44
2431,19.56
2432,25.85
2433,25.42
2434,22.03
2435,16.0
2436,16.2
2437,21.22
2438,29.46
2439,26.59
2440,42.18
2441,25.96
2442,29.19
2443,54.75
2444,58.21
2445,65.02
2446,66.87
2447,67.72
2448,74.11
2449,71.3
2450,87.84
2451,86.99
2452,81.65
2453,80.0
2454,76.01
2455,98.92
2456,94.38
2457,82.63
2458,62.29
2459,70.0
2460,64.17
2461,63.56
2462,61.47
2463,54.78
2464,54.89
2465,50.0
2466,65.72
2467,74.74
2468,63.45
2469,73.82
2470,72.53
2471,75.0
2472,85.71
2473,82.72
2474,98.2
2475,97.0
2476,60.39
2477,68.72
2478,66.67
2479,68.88
2480,68.72
2481,60.9
2482,56.21
2483,55.15
2484,51.95
2485,85.32
2486,84.62
2487,86.44
2488,91.26
2489,91.53
2490,87.82
2491,79.72
2492,80.62
2493,76.37
2494,58.74
2495,52.42
2496,35.67
2497,15.83
2498,34.2
2499,35.55
2500,40.23
2501,28.53
2502,42.64
2503,45.16
2504,41.85
2505,64.34
2506,68.97
2507,62.91
2508,61.79
2509,62.41
2510,78.86
2511,74.83
2512,88.11
2513,97.68
2514,96.27
2515,76.64
2516,80.77
2517,81.65
2518,78.12
2519,80.56
2520,80.28
2521,70.69
2522,70.69
2523,70.94
2524,85.71
2525,76.19
2526,74.94
2527,86.92
2528,81.52
2529,83.5
2530,83.5
2531,75.22
2532,69.49
2533,72.52
2534,82.58
2535,81.22
2536,79.39
2537,81.72
2538,56.0
2539,55.26
2540,60.61
2541,67.83
2542,64.05
2543,59.35
2544,63.55
2545,37.05
2546,41.86
2547,65.3
2548,64.89
2549,64.78
2550,62.54
2551,67.17
2552,67.17
2553,64.24
2554,90.21
2555,89.78
2556,84.25
2557,87.23
2558,88.39
2559,88.61
2560,87.41
2561,43.72
2562,39.3
2563,37.97
2564,44.26
2565,48.92
2566,37.89
2567,36.67
2568,46.71
2569,41.19
2570,47.49
2571,56.5
2572,55.63
2573,39.66
2574,41.87
2575,47.47
2576,39.2
2577,19.53
2578,30.94
2579,41.46
2580,38.66
2581,38.57
2582,48.89
2583,49.64
2584,57.44
2585,62.4
2586,84.89
2587,83.39
2588,75.89
2589,76.43
2590,82.8
2591,78.37
2592,73.63
2593,70.11
2594,75.0
2595,54.55
2596,28.57
2597,32.12
2598,19.83
2599,35.42
2600,24.88
2601,31.86
2602,49.83
2603,54.92
2604,58.06
2605,73.82
2606,77.0
2607,77.71
2608,76.62
2609,96.33
2610,86.55
2611,65.13
2612,53.7
2613,53.46
2614,51.67
2615,52.58
2616,37.35
2617,41.03
2618,35.11
2619,33.94
2620,38.1
2621,52.23
2622,54.46
2623,41.38
2624,28.25
2625,33.22
2626,27.7
2627,44.32
2628,53.69
2629,62.33
2630,35.9
2631,33.97
2632,33.16
2633,33.6
2634,34.16
2635,29.32
2636,29.69
2637,22.57
2638,13.38
2639,37.13
2640,28.54
2641,35.92
2642,47.08
2643,44.57
2644,55.1
2645,46.33
2646,54.3
2647,46.28
2648,42.73
2649,66.42
2650,68.64
2651,68.92
2652,77.98
2653,75.19
2654,81.28
2655,86.37
2656,88.97
2657,69.07
2658,58.1
2659,54.35
2660,44.93
2661,36.88
2662,29.34
2663,43.26
2664,33.33
2665,50.36
2666,63.89
2667,64.09
2668,58.09
2669,46.42
2670,41.08
2671,43.75
2672,25.3
2673,18.24
2674,7.07
2675,4.63
2676,4.83
2677,3.16
2678,25.78
2679,21.94
2680,32.63
2681,35.07
2682,42.71
2683,40.66
2684,48.44
2685,41.66
2686,52.47
2687,37.78
2688,59.43
2689,51.14
2690,43.99
2691,42.83
2692,54.31
2693,54.01
2694,74.71
2695,76.23
2696,62.89
2697,52.03
2698,57.99
2699,58.42
2700,44.92
2701,35.11
2702,39.29
2703,40.82
2704,52.88
2705,67.08
2706,60.85
2707,48.75
2708,39.83
2709,38.65
2710,39.05
2711,46.25
2712,44.33
2713,31.32
2714,31.94
2715,29.93
2716,24.68
2717,39.63
2718,52.98
2719,56.63
2720,49.04
2721,55.17
2722,60.79
2723,61.05
2724,72.5
2725,97.0
2726,78.85
2727,79.93
2728,67.38
2729,69.37
2730,66.86
2731,70.32
2732,58.45
2733,61.76
2734,66.49
2735,75.89
2736,57.69
2737,55.03
2738,56.55
2739,55.65
2740,51.15
2741,60.41
2742,61.09
2743,32.67
2744,37.5
2745,53.68
2746,59.3
2747,56.94
2748,41.39
2749,38.33
2750,35.45
2751,23.73
2752,31.7
2753,19.84
2754,23.99
2755,28.79
2756,47.78
2757,53.92
2758,60.03
2759,63.31
2760,74.57
2761,80.83
2762,77.74
2763,76.31
2764,63.2
2765,40.71
2766,36.81
2767,39.63
2768,36.81
2769,30.35
2770,41.79
2771,50.09
2772,46.33
2773,60.37
2774,65.25
2775,64.1
2776,66.32
2777,61.88
2778,81.88
2779,73.57
2780,73.48
2781,68.91
2782,63.44
2783,69.14
2784,90.7
2785,88.7
2786,93.45
2787,87.91
2788,92.09
2789,93.6
2790,93.45
2791,93.29
2792,91.13
2793,92.67
2794,80.13
2795,80.13
2796,73.37
2797,60.0
2798,63.91
2799,66.67
2800,76.92
2801,76.7
2802,75.26
2803,84.7
2804,90.4
2805,82.47
2806,86.22
2807,80.43
2808,70.1
2809,67.6
2810,70.85
2811,67.23
2812,59.78
2813,64.25
2814,75.71
2815,72.96
2816,77.78
2817,75.14
2818,73.65
2819,60.59
2820,54.84
2821,39.23
2822,42.55
2823,51.98
2824,53.12
2825,50.62
2826,66.41
2827,61.13
2828,68.23
2829,72.85
2830,94.6
2831,87.65
2832,80.1
2833,65.28
2834,68.22
2835,66.67
2836,59.76
2837,48.78
2838,43.7
2839,49.4
2840,59.19
2841,58.12
2842,52.79
2843,47.47
2844,20.8
2845,18.27
2846,26.98
2847,43.8
2848,33.33
2849,27.23
2850,39.67
2851,43.3
2852,42.27
2853,50.12
2854,52.97
2855,53.09
2856,50.68
2857,69.66
2858,71.17
2859,57.46
2860,66.18
2861,68.94
2862,57.19
2863,49.85
2864,47.4
2865,29.97
2866,17.2
2867,22.48
2868,21.75
2869,11.34
2870,10.99
2871,11.75
2872,12.07
2873,7.39
2874,29.79
2875,31.74
2876,27.73
2877,35.22
2878,38.76
2879,52.7
2880,43.99
2881,54.17
2882,43.06
2883,27.91
2884,36.19
2885,49.91
2886,47.82
2887,55.05
2888,40.5
2889,56.8
2890,52.16
2891,73.23
2892,74.37
2893,72.95
2894,67.33
2895,67.0
2896,45.64
2897,59.21
2898,40.6
2899,50.0
2900,46.17
2901,43.26
2902,56.1
2903,52.95
2904,54.4
2905,66.83
2906,62.03
2907,66.67
2908,63.17
2909,52.48
2910,65.35
2911,43.13
2912,50.66
2913,53.58
2914,63.46
2915,55.2
2916,54.73
2917,46.65
2918,52.9
2919,51.55
2920,64.58
2921,59.91
2922,53.35
2923,49.3
2924,51.83
2925,69.72
2926,79.8
2927,80.1
2928,75.74
2929,65.25
2930,68.64
2931,76.42
2932,81.0
2933,97.7
2934,96.15
2935,96.33
2936,92.77
2937,82.76
2938,79.75
2939,45.83
2940,59.12
2941,58.39
2942,55.48
2943,40.34
2944,25.83
2945,39.23
2946,42.61
2947,40.54
2948,75.2
2949,74.15
2950,63.18
2951,65.64
2952,69.85
2953,83.94
2954,84.03
2955,79.36
2956,80.22
2957,71.92
2958,68.94
2959,88.13
2960,65.56
2961,48.45
2962,26.82
2963,32.51
2964,31.72
2965,34.92
2966,38.06
2967,40.19
2968,42.51
2969,52.99
2970,60.68
2971,57.26
2972,37.23
2973,44.6
2974,36.52
2975,45.93
2976,52.9
2977,50.84
2978,47.48
2979,37.28
2980,46.79
2981,40.89
2982,39.06
2983,43.52
2984,34.27
2985,22.04
2986,30.09
2987,26.29
2988,42.11
2989,47.15
2990,40.78
2991,36.18
2992,34.67
2993,36.43
2994,34.35
2995,19.65
2996,22.81
2997,24.32
2998,30.79
2999,48.25
3000,59.7
3001,66.87
3002,61.36
3003,70.69
3004,90.35
3005,90.94
3006,80.98
3007,70.91
3008,70.37
3009,71.81
3010,64.25
3011,76.3
3012,77.22
3013,64.2
3014,53.61
3015,59.09
3016,72.5
3017,76.6
3018,66.33
3019,68.55
3020,52.34
3021,40.62
3022,41.27
3023,34.82
3024,51.72
3025,57.45
3026,52.5
3027,56.81
3028,53.55
3029,60.83
3030,67.71
3031,72.02
3032,91.11
3033,82.42
3034,62.79
3035,70.69
3036,75.71
3037,82.07
3038,93.06
3039,92.59
3040,90.24
3041,91.3
3042,100.0
3043,100.0
3044,80.2
3045,71.34
3046,77.07
3047,53.7
3048,61.98
3049,61.54
3050,57.6
3051,61.31
3052,56.56
3053,69.27
3054,72.43
3055,64.24
3056,89.83
3057,89.29
3058,50.26
3059,45.97
3060,51.69
3061,34.99
3062,36.47
3063,49.32
3064,47.64
3065,49.78
3066,48.99
3067,64.78
3068,69.49
3069,66.1
3070,96.28
3071,96.35
3072,87.69
3073,92.96
3074,93.36
3075,89.89
3076,60.21
3077,53.23
3078,55.87
3079,40.71
3080,46.83
3081,45.74
3082,50.88
3083,45.8
3084,51.06
3085,57.37
3086,66.67
3087,49.67
3088,60.76
3089,45.56
3090,58.09
3091,54.32
3092,64.69
3093,64.29
3094,65.03
3095,40.99
3096,58.05
3097,47.02
3098,45.89
3099,45.98
3100,47.6
3101,46.89
3102,45.23
3103,49.91
3104,64.6
3105,59.8
3106,78.64
3107,75.82
3108,76.25
3109,78.23
3110,74.84
3111,76.72
3112,76.86
3113,77.75
3114,75.86
3115,75.0
3116,94.64
3117,93.97
3118,82.64
3119,85.11
3120,83.85
3121,81.82
3122,74.41
3123,66.02
3124,65.61
3125,56.5
3126,42.93
3127,55.34
3128,22.13
3129,28.84
3130,25.8
3131,21.73
3132,35.39
3133,44.47
3134,44.21
3135,41.34
3136,32.74
3137,53.02
3138,45.51
3139,52.95
3140,66.29
3141,52.43
3142,35.19
3143,37.78
3144,33.86
3145,42.36
3146,38.13
3147,44.85
3148,37.65
3149,36.19
3150,42.01
3151,65.28
3152,64.69
3153,92.27
3154,91.1
3155,91.85
3156,90.73
3157,100.0
3158,91.88
3159,92.26
3160,90.49
3161,90.6
3162,89.08
3163,85.33
3164,67.52
3165,67.52
3166,63.04
3167,67.44
3168,65.29
3169,50.0
3170,63.35
3171,65.9
3172,66.67
3173,60.96
3174,54.07
3175,56.56
3176,53.19
3177,51.97
3178,59.03
3179,30.05
3180,14.65
3181,13.99
3182,14.49
3183,22.55
3184,12.94
3185,32.1
3186,36.44
3187,31.28
3188,26.58
3189,37.3
3190,42.28
3191,42.51
3192,43.88
3193,58.99
3194,48.86
3195,44.33
3196,59.37
3197,90.94
3198,91.24
3199,85.61
3200,93.54
3201,93.7
3202,92.92
3203,95.25
3204,94.92
3205,93.92
3206,55.94
3207,52.34
3208,50.45
3209,52.31
3210,43.07
3211,32.58
3212,29.17
3213,27.15
3214,21.78
3215,45.12
3216,37.47
3217,33.87
3218,29.02
3219,49.44
3220,59.08
3221,55.84
3222,53.41
3223,65.54
3224,65.41
3225,76.19
3226,87.9
3227,90.22
3228,79.33
3229,77.65
3230,77.72
3231,90.61
3232,88.89
3233,76.31
3234,61.51
3235,62.69
3236,60.89
3237,62.14
3238,63.49
3239,44.37
3240,53.74
3241,50.0
3242,52.74
3243,66.09
3244,68.03
3245,67.13
3246,68.48
3247,62.08
3248,75.75
3249,73.03
3250,75.47
3251,78.85
3252,72.46
3253,68.33
3254,57.14
3255,52.91
3256,57.39
3257,54.59
3258,60.56
3259,57.79
3260,50.46
3261,36.07
3262,31.66
3263,33.44
3264,46.84
3265,42.73
3266,62.19
3267,51.92
3268,50.7
3269,60.37
3270,82.13
3271,87.96
3272,86.36
3273,85.39
3274,78.04
3275,63.72
3276,60.89
3277,65.89
3278,59.07
3279,45.68
3280,51.38
3281,35.09
3282,44.87
3283,60.42
3284,57.05
3285,59.18
3286,55.72
3287,54.55
3288,44.51
3289,26.23
3290,30.52
3291,26.51
3292,16.14
3293,24.65
3294,24.04
3295,14.93
3296,20.71
3297,22.84
3298,43.95
3299,55.97
3300,52.36
3301,65.17
3302,63.47
3303,67.65
3304,100.0
3305,100.0
3306,88.63
3307,87.2
3308,79.64
3309,82.33
3310,76.95
3311,70.33
3312,72.45
3313,69.07
3314,53.87
3315,76.29
3316,73.31
3317,76.42
3318,73.02
3319,72.14
3320,64.95
3321,60.07
3322,43.73
3323,48.08
3324,39.78
3325,48.9
3326,40.46
3327,47.85
3328,52.12
3329,43.76
3330,46.82
3331,48.36
3332,50.2
3333,46.9
3334,47.35
3335,57.5
3336,54.16
3337,50.61
3338,55.59
3339,40.0
3340,51.3
3341,60.61
3342,41.73
3343,31.59
3344,31.35
3345,35.74
3346,40.87
3347,49.32
3348,60.0
3349,60.74
3350,53.55
3351,79.3
3352,81.64
3353,79.86
3354,76.76
3355,73.71
3356,70.47
3357,61.11
3358,52.38
3359,40.74
3360,51.09
3361,63.24
3362,59.04
3363,69.09
3364,66.17
3365,56.36
3366,45.08
3367,49.38
3368,61.84
3369,46.11
3370,56.69
3371,58.44
3372,52.45
3373,57.69
3374,63.38
3375,81.82
3376,80.86
3377,78.83
3378,99.54
3379,99.39
3380,99.49
3381,99.53
3382,99.4
3383,100.0
3384,83.33
3385,59.18
3386,62.96
3387,63.3
3388,64.13
3389,65.81
3390,59.39
3391,65.37
3392,51.72
3393,49.5
3394,63.87
3395,60.16
3396,61.65
3397,58.87
3398,57.32
3399,57.68
3400,52.78
3401,57.58
3402,75.81
3403,58.29
3404,62.79
3405,66.1
3406,62.6
3407,58.18
3408,40.4
3409,50.28
3410,53.43
3411,54.52
3412,64.02
3413,61.81
3414,50.32
3415,53.27
3416,42.63
3417,59.5
3418,21.75
3419,21.49
3420,25.71
3421,16.71
3422,18.12
3423,18.07
3424,29.61
3425,37.24
3426,35.56
3427,60.7
3428,68.23
3429,62.28
3430,84.28
3431,85.71
3432,96.43
3433,95.82
3434,92.66
3435,96.07
3436,95.36
3437,91.83
3438,93.17
3439,91.46
3440,84.09
3441,77.68
3442,68.13
3443,81.2
3444,60.0
3445,37.41
3446,47.4
3447,50.31
3448,32.46
3449,33.33
3450,50.62
3451,53.04
3452,54.86
3453,64.26
3454,48.01
3455,38.24
3456,47.36
3457,41.11
3458,47.15
3459,38.97
3460,36.96
3461,26.48
3462,22.58
3463,40.44
3464,43.56
3465,26.75
3466,50.09
3467,34.26
3468,29.8
3469,26.3
3470,33.12
3471,29.27
3472,23.0
3473,33.66
3474,43.65
3475,44.72
3476,50.0
3477,63.53
3478,76.74
3479,74.23
3480,90.44
3481,86.07
3482,84.79
3483,85.17
3484,80.17
3485,85.46
3486,84.4
3487,83.7
3488,84.33
3489,81.58
3490,90.03
3491,86.82
3492,75.86
3493,78.72
3494,89.6
3495,88.39
3496,81.3
3497,88.81
3498,89.36
3499,90.26
3500,91.45
3501,96.93
3502,60.94
3503,68.29
3504,67.27
3505,68.0
3506,67.65
3507,48.49
3508,42.96
3509,29.9
3510,29.73
3511,26.54
3512,14.15
3513,7.2
3514,31.98
3515,47.34
3516,51.44
3517,53.83
3518,65.31
3519,65.46
3520,81.61
3521,80.6
3522,77.46
3523,64.41
3524,22.93
3525,18.53
3526,29.54
3527,42.43
3528,35.84
3529,32.84
3530,33.29
3531,36.45
3532,33.94
3533,49.13
3534,57.21
3535,52.52
3536,50.56
3537,53.47
3538,62.6
3539,55.0
3540,45.29
3541,58.26
3542,43.36
3543,50.06
3544,53.45
3545,43.58
3546,52.51
3547,49.88
3548,53.15
3549,69.68
3550,65.12
3551,83.04
3552,80.48
3553,76.21
3554,85.79
3555,80.15
3556,85.29
3557,98.49
3558,98.13
3559,91.59
3560,86.62
3561,63.91
3562,71.43
3563,59.11
3564,51.06
3565,42.79
3566,27.22
3567,27.22
3568,19.33
3569,18.94
3570,35.18
3571,25.98
3572,40.66
3573,42.41
3574,50.22
3575,56.64
3576,57.7
3577,71.4
3578,67.43
3579,46.27
3580,49.51
3581,38.63
3582,50.4
3583,32.75
3584,33.41
3585,30.8
3586,40.73
3587,42.28
3588,62.54
3589,69.97
3590,71.72
3591,56.47
3592,70.23
3593,80.86
3594,79.36
3595,51.38
3596,62.67
3597,58.98
3598,58.73
3599,57.19
3600,66.67
3601,58.79
3602,57.98
3603,49.01
3604,52.1
3605,55.8
3606,59.29
3607,42.89
3608,36.03
3609,38.78
3610,51.34
3611,45.03
3612,48.5
3613,56.83
3614,57.02
3615,54.52
3616,73.46
3617,80.92
3618,76.11
3619,67.89
3620,78.31
3621,57.81
3622,66.67
3623,53.71
3624,40.91
3625,37.64
3626,37.09
3627,45.72
3628,33.43
3629,32.23
3630,34.31
3631,21.13
3632,42.42
3633,51.94
3634,41.6
3635,38.98
3636,41.4
3637,49.17
3638,64.07
3639,70.18
3640,65.78
3641,55.9
3642,44.88
3643,50.59
3644,57.61
3645,28.44
3646,30.97
3647,25.0
3648,25.55
3649,25.94
3650,29.79
3651,25.56
3652,27.97
3653,40.82
3654,67.46
3655,68.34
3656,64.43
3657,69.18
3658,72.01
3659,70.58
3660,91.69
3661,85.22
3662,69.28
3663,38.19
3664,25.81
3665,41.33
3666,42.21
3667,42.5
3668,38.48
3669,38.48
3670,37.92
3671,47.73
3672,51.02
3673,54.95
3674,56.61
3675,39.15
3676,40.49
3677,41.09
3678,49.27
3679,57.79
3680,50.13
3681,46.81
3682,33.67
3683,13.3
3684,9.12
3685,8.04
3686,27.27
3687,35.91
3688,34.2
3689,32.76
3690,30.1
3691,39.6
3692,46.07
3693,60.16
3694,65.98
3695,50.95
3696,40.27
3697,43.12
3698,46.19
3699,68.45
3700,65.99
3701,62.3
3702,61.04
3703,48.96
3704,46.17
3705,42.34
3706,34.74
3707,36.66
3708,14.5
3709,4.42
3710,25.24
3711,34.53
3712,43.87
3713,63.05
3714,62.01
3715,69.52
3716,72.46
3717,95.78
3718,95.81
3719,82.35
3720,75.14
3721,76.67
3722,71.64
3723,76.11
3724,66.42
3725,51.06
3726,66.55
3727,68.71
3728,75.51
3729,80.48
3730,78.6
3731,76.26
3732,69.81
3733,78.52
3734,87.2
3735,73.0
3736,67.83
3737,71.0
3738,56.65
3739,45.67
3740,41.52
3741,33.66
3742,12.25
3743,27.82
3744,30.41
3745,45.14
3746,45.07
3747,55.8
3748,52.31
3749,56.21
3750,73.4
3751,93.87
3752,75.5
3753,81.29
3754,51.26
3755,35.86
3756,49.9
3757,48.75
3758,41.42
3759,36.06
3760,38.03
3761,32.46
3762,28.32
3763,40.84
3764,55.38
3765,35.96
3766,37.07
3767,38.03
3768,48.4
3769,50.95
3770,63.05
3771,59.9
3772,59.1
3773,43.82
3774,50.51
3775,42.03
3776,48.78
3777,31.82
3778,15.42
3779,13.84
3780,15.25
3781,9.02
3782,7.91
3783,22.44
3784,21.18
3785,20.06
3786,20.76
3787,29.66
3788,46.84
3789,40.0
3790,43.83
3791,48.47
3792,40.89
3793,64.1
3794,64.99
3795,60.12
3796,61.05
3797,52.39
3798,51.38
3799,37.68
3800,41.71
3801,39.17
3802,9.42
3803,27.54
3804,47.25
3805,53.91
3806,52.33
3807,62.48
3808,77.05
3809,69.67
3810,72.57
3811,84.43
3812,76.91
3813,64.58
3814,67.91
3815,71.82
3816,73.97
3817,70.8
3818,83.2
3819,69.71
3820,66.52
3821,71.1
3822,85.63
3823,75.55
3824,70.87
3825,72.39
3826,74.93
3827,76.06
3828,88.0
3829,86.39
3830,72.99
3831,57.59
3832,58.37
3833,72.13
3834,70.7
3835,59.92
3836,63.18
3837,61.05
3838,47.8
3839,66.94
3840,52.75
3841,55.17
3842,44.09
3843,50.2
3844,58.75
3845,54.53
3846,57.23
3847,71.05
3848,66.83
3849,90.13
3850,73.86
3851,80.29
3852,70.68
3853,62.14
3854,63.38
3855,48.21
3856,30.66
3857,37.81
3858,27.96
3859,29.63
3860,26.0
3861,33.69
3862,30.92
3863,44.02
3864,43.53
3865,49.87
3866,34.51
3867,52.84
3868,48.42
3869,48.86
3870,43.24
3871,48.12
3872,32.98
3873,58.1
3874,62.23
3875,72.29
3876,68.75
3877,84.33
3878,87.17
3879,91.14
3880,82.37
3881,89.62
3882,84.06
3883,82.54
3884,75.26
3885,49.15
3886,39.06
3887,34.44
3888,27.93
3889,37.5
3890,26.85
3891,22.93
3892,21.15
3893,21.15
3894,56.25
3895,29.33
3896,24.43
3897,39.98
3898,47.46
3899,52.18
3900,54.06
3901,50.4
3902,53.02
3903,47.34
3904,75.5
3905,91.21
3906,89.54
3907,85.94
3908,84.18
3909,79.27
3910,92.8
3911,90.34
3912,93.39
3913,77.57
3914,77.49
3915,64.35
3916,64.81
3917,53.27
3918,62.12
3919,59.02
3920,55.96
3921,35.61
3922,48.91
3923,39.35
3924,64.22
3925,61.95
3926,66.83
3927,57.84
3928,61.95
3929,64.52
3930,84.46
3931,68.54
3932,68.98
3933,58.39
3934,57.67
3935,55.13
3936,66.45
3937,41.4
3938,41.4
3939,27.27
3940,53.12
3941,44.51
3942,33.72
3943,33.33
3944,46.76
3945,49.34
3946,60.22
3947,53.85
3948,27.52
3949,41.81
3950,34.75
3951,34.14
3952,43.74
3953,39.35
3954,35.07
3955,34.67
3956,44.49
3957,65.17
3958,49.8
3959,54.87
3960,63.83
3961,58.84
3962,52.94
3963,61.65
3964,59.03
3965,44.6
3966,42.72
3967,49.22
3968,53.85
3969,39.48
3970,29.97
3971,34.05
3972,21.37
3973,22.62
3974,38.57
3975,35.68
3976,30.88
3977,36.42
3978,61.96
3979,57.39
3980,59.06
3981,46.67
3982,50.77
3983,36.21
3984,18.14
3985,15.18
3986,13.78
3987,0.39
3988,45.81
3989,50.68
3990,64.79
3991,66.6
3992,65.11
3993,77.66
3994,80.61
3995,87.52
3996,87.52
3997,82.82
3998,82.95
3999,77.36
4000,78.39
4001,74.77
4002,68.7
4003,70.31
4004,56.54
4005,60.09
4006,60.09
4007,58.99
4008,72.36
4009,72.53
4010,85.8
4011,81.19
4012,88.8
4013,80.81
4014,81.92
4015,80.48
4016,73.7
4017,67.45
4018,57.94
4019,49.1
4020,52.99
4021,37.93
4022,38.31
4023,28.98
4024,17.95
4025,43.48
4026,48.21
4027,53.3
4028,60.24
4029,53.7
4030,52.03
4031,71.49
4032,64.12
4033,77.57
4034,58.65
4035,52.2
4036,47.56
4037,44.86
4038,47.06
4039,58.63
4040,65.67
4041,72.43
4042,62.89
4043,59.85
4044,56.15
4045,60.83
4046,58.41
4047,71.32
4048,60.0
4049,43.53
4050,45.76
4051,64.32
4052,87.69
4053,92.59
4054,93.71
4055,94.64
4056,87.07
4057,93.01
4058,93.87
4059,93.81
4060,92.7
4061,91.97
4062,90.38
4063,77.54
4064,83.59
4065,75.89
4066,74.18
4067,62.4
4068,53.9
4069,50.88
4070,50.88
4071,52.38
4072,58.6
4073,22.45
4074,51.6
4075,51.36
4076,58.82
4077,53.33
4078,36.7
4079,35.11
4080,29.32
4081,30.67
4082,31.58
4083,27.53
4084,33.11
4085,37.8
4086,42.47
4087,64.25
4088,64.43
4089,55.8
4090,57.69
4091,62.79
4092,51.22
4093,41.89
4094,20.13
4095,16.75
4096,41.13
4097,36.1
4098,39.84
4099,48.81
4100,46.91
4101,58.84
4102,65.11
4103,69.76
4104,80.63
4105,71.26
4106,80.24
4107,82.5
4108,74.32
4109,80.65
4110,76.81
4111,62.66
4112,64.29
4113,62.59
4114,64.79
4115,52.8
4116,66.04
4117,67.74
4118,31.58
4119,25.45
4120,42.06
4121,49.74
4122,51.41
4123,55.64
4124,61.59
4125,57.84
4126,56.96
4127,94.96
4128,95.83
4129,95.18
4130,88.48
4131,81.04
4132,80.0
4133,74.36
4134,70.55
4135,72.33
4136,78.43
4137,60.99
4138,44.17
4139,48.62
4140,72.48
4141,55.98
4142,51.01
4143,51.27
4144,56.44
